DC_DIST,SECTOR,DISPATCH_DATE,DISPATCH_TIME,LOCATION_BLOCK,UCR_GENERAL,OBJ_ID,TEXT_GENERAL_CODE,POINT_X,POINT_Y
92,D,2006-05-04,22:51:00,FERRY RD /KELLY DR,100,1,Homicide - Gross Negligence,-75.19258256,40.00744848
92,K,2006-05-13,12:55:00,MARTIN LUTHER KING DR /SWEET BRIAR RD,100,1,Homicide - Gross Negligence,-75.19823702,39.97728007
1,M,2007-02-12,20:29:00,5100 BLOCK S 11TH ST,100,1,Homicide - Criminal ,-75.16994856,39.88857957
1,M,2007-02-13,03:09:00,5100 BLOCK S 11TH ST,100,1,Homicide - Criminal ,-75.16994856,39.88857957
1,M,2007-02-13,03:09:00,5100 BLOCK S 11TH ST,100,1,Homicide - Criminal ,-75.16994856,39.88857957
1,C,2007-03-05,16:19:00,2000 BLOCK S HEMBERGER ST,100,1,Homicide - Criminal,-75.183631,39.92739293
1,A,2007-03-06,15:29:00,1700 BLOCK MCKEAN ST,100,1,Homicide - Criminal,-75.17480833,39.92624773
1,E,2007-09-10,14:26:00,1400 BLOCK PORTER ST,100,1,Homicide - Criminal ,-75.17220633,39.91955059
1,J,2007-09-28,03:02:00,2300 BLOCK W PASSYUNK AVE,100,1,Homicide - Justifiable ,-75.18609583,39.92254104
1,D,2007-11-05,00:56:00,1900 BLOCK S 30TH ST,100,1,Homicide - Criminal,-75.19512835,39.93004544
1,B,2007-11-08,21:33:00,1900 BLOCK SIGEL ST,100,1,Homicide - Criminal,-75.17822918,39.92838931
1,B,2007-11-16,23:12:00,2000 BLOCK MERCY ST,100,1,Homicide - Criminal ,-75.18093933,39.9263233
1,A,2007-12-08,01:30:00,1600 BLOCK MC KEAN ST,100,1,Homicide - Criminal,-75.17270692,39.92597967
1,A,2007-12-11,07:15:00,1900 BLOCK S MOLE ST,100,1,Homicide - Criminal ,-75.17208108,39.92599057
2,S,2007-01-07,10:29:00,1200 BLOCK ALCOTT ST,100,1,Homicide - Criminal,-75.08724536,40.03406016
2,N,2007-01-11,12:30:00,800 BLOCK GRANITE ST,100,1,Homicide - Criminal,-75.09230171,40.03169753
2,N,2007-02-08,18:57:00,900 BLOCK ANCHOR ST,100,1,Homicide - Criminal,-75.08720802,40.03265791
2,P,2007-02-09,11:42:00,600 BLOCK ALLENGROVE ST,100,1,Homicide - Criminal ,-75.1031407,40.03846363
2,S,2007-03-03,03:33:00,4800 BLOCK ROOSEVELT BLVD,100,1,Homicide - Gross Negligence,-75.09578499,40.02660164
2,N,2007-03-24,19:54:00,4700 BLOCK ROOSEVELT BLVD,100,1,Homicide - Gross Negligence,-75.09862084,40.02785893
2,G,2007-05-11,00:16:00,6800 BLOCK ROOSEVELT BLVD,100,1,Homicide - Gross Negligence,-75.06053212,40.03924552
2,N,2007-06-06,22:39:00,1000 BLOCK VAN KIRK ST,100,1,Homicide - Criminal,-75.08919329,40.03655303
2,P,2007-06-25,18:31:00,5600 BLOCK NEWTOWN AV,100,1,Homicide - Criminal,-75.11094519,40.04231679
2,H,2007-07-20,06:08:00,6700 BLOCK BUSTLETON AVE RR ST,100,1,Homicide - Gross Negligence,-75.06678381,40.03930072
2,O,2007-08-03,23:52:00,ROSALIE ST  / COLGATE ST,100,1,Homicide - Criminal,-75.10233484,40.04251944
2,P,2007-08-09,10:14:00,5700 BLOCK COLGATE ST,100,1,Homicide - Criminal,-75.1027917,40.04210549
2,S,2007-09-08,01:43:00,6000 BLOCK CASTOR AVE,100,1,Homicide - Criminal,-75.08113839,40.03549674
2,J,2007-09-11,14:58:00,6700 BLOCK OXFORD AV,100,1,Homicide - Gross Negligence,-75.08621574,40.05006586
2,A,2007-10-04,08:09:00,BUSTLETON AV  / BLEIGH AV,100,1,Homicide - Criminal,-75.05828704,40.04969709
2,A,2007-10-04,15:17:00,7300 BLOCK BUSTLETON AVE,100,1,Homicide - Criminal,-75.05913187,40.04862998
2,K,2007-10-07,12:16:00,1300 BLOCK GREEBY ST,100,1,Homicide - Criminal ,-75.07855808,40.04267205
2,P,2007-10-08,14:17:00,600 BLOCK BRILL ST,100,1,Homicide - Justifiable ,-75.10261889,40.03946104
2,J,2007-10-26,03:28:00,6700 BLOCK RISING SUN AV,100,1,Homicide - Gross Negligence,-75.09215754,40.05323293
2,R,2007-10-29,01:20:00,700 BLOCK GARLAND ST,100,1,Homicide - Criminal ,-75.10874503,40.03139559
2,A,2007-10-30,06:21:00,7300 BLOCK E ROOSEVELT BLVD,100,1,Homicide - Gross Negligence,-75.05462665,40.0447433
2,K,2007-12-27,15:00:00,6600 BLOCK KINDRED ST,100,1,Homicide - Justifiable ,-75.07229665,40.0404676
3,H,2007-03-26,20:50:00,S 7TH ST /CHRISTIAN ST,100,1,Homicide - Gross Negligence,-75.15481074,39.9381595
3,L,2007-05-13,22:18:00,1000 BLOCK S BROAD ST,100,1,Homicide - Gross Negligence,-75.16639136,39.93902126
3,D,2007-05-19,01:05:00,900 BLOCK S 5TH ST,100,1,Homicide - Criminal,-75.15183142,39.93679302
3,D,2007-05-19,01:49:00,900 BLOCK S 5TH ST,100,1,Homicide - Criminal,-75.15183142,39.93679302
3,I,2007-06-01,02:23:00,700 BLOCK S 6TH ST,100,1,Homicide - Criminal,-75.15278272,39.94027814
3,G,2007-07-14,16:05:00,900 BLOCK FEDERAL ST,100,1,Homicide - Criminal,-75.1594695,39.93444093
3,N,2007-08-05,06:09:00,700 BLOCK S BROAD ST,100,1,Homicide - Criminal,-75.16577678,39.94182463
4,E,2007-01-30,00:46:00,2200 BLOCK S 6TH ST,100,1,Homicide - Criminal,-75.15695552,39.92093242
4,M,2007-02-02,10:49:00,2100 BLOCK S ISEMINGER ST,100,1,Homicide - Criminal ,-75.16710091,39.92311865
4,L,2007-02-14,07:51:00,600 BLOCK HOFFMAN ST,100,1,Homicide - Criminal,-75.15711635,39.92476118
4,B,2007-03-12,14:21:00,300 BLOCK MORRIS ST,100,1,Homicide - Criminal,-75.15119211,39.92692494
4,E,2007-03-15,20:49:00,400 BLOCK DALY ST,100,1,Homicide - Criminal,-75.15412247,39.92032244
4,F,2007-03-30,02:44:00,2300 BLOCK S FRANKLIN ST,100,1,Homicide - Criminal,-75.1598879,39.9201066
4,F,2007-04-26,06:13:00,2100 BLOCK S 7TH ST,100,1,Homicide - Criminal ,-75.15833039,39.92201373
4,F,2007-04-26,09:45:00,2100 BLOCK S 7TH ST,100,1,Homicide - Criminal ,-75.15833039,39.92201373
4,B,2007-04-28,06:53:00,S 6TH ST /WATKINS ST,100,1,Homicide - Criminal,-75.15563753,39.92712968
4,L,2007-05-18,01:27:00,700 BLOCK HOFFMAN ST,100,1,Homicide - Justifiable ,-75.15798772,39.92487663
4,B,2007-06-16,01:25:00,500 BLOCK MOORE ST,100,1,Homicide - Criminal,-75.15568611,39.92636001
4,L,2007-06-17,17:20:00,1800 BLOCK S 7TH ST,100,1,Homicide - Criminal,-75.15761246,39.9253273
4,L,2007-06-30,02:07:00,500 BLOCK SIGEL ST,100,1,Homicide - Criminal,-75.15499034,39.92545494
4,K,2007-07-28,09:37:00,CITIZENS BANK PARK @ 1 CITIZENS BANK WA,100,1,Homicide - Gross Negligence,-75.16807823,39.90664195
4,D,2007-10-27,07:26:00,1800 BLOCK S 13TH ST,100,1,Homicide - Criminal ,-75.16681917,39.92734717
5,B,2007-03-16,11:02:00,3700 BLOCK MAIN ST,100,1,Homicide - Gross Negligence,-75.21008927,40.01598545
5,L,2007-05-30,12:27:00,RIDGE AV  / LEVERINGTON AV,100,1,Homicide - Gross Negligence,-75.21738459,40.0355931
6,I,2007-01-14,01:49:00,N 9TH ST /MARKET ST,100,1,Homicide - Justifiable ,-75.15516157,39.95133408
6,H,2007-02-10,02:06:00,700 BLOCK ARCH ST,100,1,Homicide - Criminal,-75.15225138,39.95309099
6,A,2007-04-17,18:47:00,S 4TH ST /WALNUT ST,100,1,Homicide - Gross Negligence,-75.14792838,39.94732924
6,Q,2007-04-18,09:55:00,ARCH ST /N BROAD ST,100,1,Homicide - Gross Negligence,-75.16321757,39.9544339
6,J,2007-04-21,09:30:00,1200 BLOCK CHESTNUT ST,100,1,Homicide - Criminal,-75.16140066,39.95059684
6,M,2007-07-04,00:22:00,SB DELAWARE EXPY  / CALLOWHILL ST,100,1,Homicide - Gross Negligence,-75.14413379,39.9573948
6,O,2007-07-23,18:50:00,700 BLOCK N DELAWARE AV,100,1,Homicide - Gross Negligence,-75.13691579,39.96106049
6,K,2007-08-14,09:14:00,N 10TH ST  / RACE ST,100,1,Homicide - Gross Negligence,-75.15589625,39.95538751
6,O,2007-09-28,03:32:00,N 2ND ST  / SPRING GARDEN ST,100,1,Homicide - Gross Negligence,-75.14146943,39.960568
6,M,2007-09-29,03:12:00,400 BLOCK N CHRISTOPHER COLUMBUS BLVD,100,1,Homicide - Gross Negligence,-75.13760669,39.95886819
6,T,2007-10-01,14:56:00,S 2ND ST  / MARKET ST,100,1,Homicide - Gross Negligence,-75.14373932,39.94994301
6,N,2007-10-06,02:09:00,400 BLOCK N 9TH ST,100,1,Homicide - Criminal,-75.15320545,39.96056465
6,N,2007-10-06,03:33:00,400 BLOCK N 9TH ST,100,1,Homicide - Criminal,-75.15320545,39.96056465
6,M,2007-10-16,18:39:00,N CHRISTOPHER COLUMBUS BLVD  / CALLOWHI,100,1,Homicide - Gross Negligence,-75.13872567,39.95679088
6,F,2007-10-25,21:52:00,200 BLOCK S 13TH ST,100,1,Homicide - Criminal,-75.16220354,39.94841983
6,T,2007-11-18,04:12:00,0 BLOCK S FRONT,100,1,Homicide - Criminal,-75.1423843,39.94884279
7,A,2007-01-28,02:07:00,ALGON AV /SOLLY AV,100,1,Homicide - Gross Negligence,-75.06112091,40.06813126
7,E,2007-02-18,03:40:00,8800 BLOCK KREWSTOWN RD,100,1,Homicide - Gross Negligence,-75.05067676,40.08159575
7,K,2007-04-16,11:51:00,2100 BLOCK KUBACH RD,100,1,Homicide - Criminal ,-74.99743664,40.11428557
7,I,2007-05-03,11:30:00,11500 BLOCK BUSTLETON AVE,100,1,Homicide - Criminal,-75.0205314,40.11602918
7,G,2007-06-30,00:01:00,0 BLOCK EVERGREEN WAY,100,1,Homicide - Gross Negligence,-75.03584079,40.09322337
7,K,2007-07-18,23:44:00,1000 BLOCK SOUTHAMPTON RD,100,1,Homicide - Gross Negligence,-75.00328295,40.12601947
7,K,2007-08-26,02:38:00,13000 BLOCK E ROOSEVELT BLVD,100,1,Homicide - Gross Negligence,-74.9991985,40.10677685
7,D,2007-09-14,19:15:00,E ROOSEVELT BLVD  / WINCHESTER AV,100,1,Homicide - Gross Negligence,-75.04026846,40.0687566
7,F,2007-12-08,04:01:00,600 BLOCK RED LION RD,100,1,Homicide - Gross Negligence,-75.03858928,40.1070114
8,M,2007-02-23,23:29:00,2800 BLOCK WELSH RD,100,1,Homicide - Criminal,-75.02809889,40.06103571
8,L,2007-03-03,17:26:00,8200 BLOCK ROOSEVELT BLVD,100,1,Homicide - Criminal ,-75.04363939,40.05983071
8,C,2007-05-21,20:33:00,3200 BLOCK NB DELAWARE EXPY,100,1,Homicide - Gross Negligence,-74.99624431,40.04920008
8,G,2007-05-28,13:59:00,3800 BLOCK LINDEN AVE,100,1,Homicide - Criminal ,-75.00492933,40.0548091
8,L,2007-05-31,11:34:00,2700 BLOCK RHAWN ST,100,1,Homicide - Gross Negligence,-75.04403899,40.0552692
8,E,2007-06-03,00:34:00,8500 BLOCK FRANKFORD AV,100,1,Homicide - Gross Negligence,-75.01695385,40.04530999
8,P,2007-06-13,14:08:00,3000 BLOCK FAIRDALE RD,100,1,Homicide - Criminal,-74.98375605,40.10105022
8,A,2007-08-18,07:35:00,8000 BLOCK DITMAN ST,100,1,Homicide - Criminal ,-75.02461729,40.0369759
8,G,2007-08-27,21:48:00,9400 BLOCK LANSFORD ST,100,1,Homicide - Criminal ,-75.00778219,40.0668861
8,N,2007-11-02,00:31:00,E ROOSEVELT BLVD  / LOTT AV,100,1,Homicide - Gross Negligence,-75.02523152,40.08482926
8,O,2007-11-04,01:41:00,11600 BLOCK E ROOSEVELT BLVD,100,1,Homicide - Gross Negligence,-75.00231623,40.10386612
8,O,2007-11-09,20:27:00,1000 BLOCK RIVERSIDE DR,100,1,Homicide - Gross Negligence,-74.98564684,40.09678155
8,G,2007-12-02,12:01:00,HOLME AV  / ACADEMY RD,100,1,Homicide - Gross Negligence,-75.00864232,40.05778226
8,A,2007-12-07,19:40:00,8300 BLOCK STATE RD,100,1,Homicide - Criminal ,-75.01677945,40.03398247
9,G,2007-03-03,01:15:00,S 15TH ST /MARKET ST,100,1,Homicide - Gross Negligence,-75.16522971,39.95258581
9,G,2007-03-19,01:48:00,N 15TH ST /JOHN F KENNEDY BLVD,100,1,Homicide - Criminal,-75.16506624,39.95361804
9,E,2007-09-03,12:17:00,1800 BLOCK WALNUT ST,100,1,Homicide - Gross Negligence,-75.17206625,39.95036618
9,I,2007-11-28,11:24:00,2000 BLOCK BENJAMIN FRANKLIN PKWY,100,1,Homicide - Gross Negligence,-75.17216764,39.95878602
9,L,2007-12-15,04:10:00,1800 BLOCK GREEN ST,100,1,Homicide - Criminal ,-75.16891698,39.96472628
12,I,2007-01-03,19:47:00,6000 BLOCK THEODORE ST,100,1,Homicide - Criminal,-75.22230995,39.92570743
12,G,2007-01-04,00:18:00,6500 BLOCK REGENT ST,100,1,Homicide - Criminal,-75.23743202,39.92816713
12,J,2007-01-08,02:12:00,5900 BLOCK WARRINGTON AVE,100,1,Homicide - Criminal,-75.23250894,39.93689657
12,P,2007-01-10,18:51:00,5800 BLOCK PENTRIDGE ST,100,1,Homicide - Criminal ,-75.23434193,39.93879241
12,H,2007-01-13,17:57:00,6400 BLOCK GRAYS AVE,100,1,Homicide - Criminal,-75.23173238,39.92344337
12,E,2007-01-14,00:03:00,2500 BLOCK S 68TH ST,100,1,Homicide - Criminal,-75.23422872,39.91912607
12,K,2007-01-27,11:05:00,2700 BLOCK S 56TH ST,100,1,Homicide - Criminal,-75.21708426,39.9307698
12,L,2007-02-09,07:26:00,5800 BLOCK HOFFMAN AVE,100,1,Homicide - Criminal,-75.2392247,39.94292095
12,H,2007-02-10,18:15:00,6400 BLOCK DICKS AVE,100,1,Homicide - Justifiable ,-75.22683661,39.92029276
12,N,2007-02-17,20:27:00,1200 BLOCK S 50TH ST,100,1,Homicide - Criminal ,-75.2161568,39.94183192
12,Q,2007-02-18,23:13:00,1300 BLOCK S 56TH ST,100,1,Homicide - Criminal,-75.23027346,39.94171459
12,O,2007-03-09,15:18:00,900 BLOCK S 53RD ST,100,1,Homicide - Criminal,-75.22769044,39.94573209
12,P,2007-03-25,16:37:00,5800 BLOCK PENTRIDGE ST,100,1,Homicide - Criminal,-75.23349583,39.93938443
12,F,2007-04-01,14:49:00,7000 BLOCK WOODLAND AVE,100,1,Homicide - Criminal,-75.24268568,39.9196415
12,K,2007-04-21,22:26:00,5400 BLOCK HARLEY TER,100,1,Homicide - Criminal,-75.21586144,39.93132162
12,J,2007-05-11,11:45:00,5900 BLOCK GREENWAY AVE,100,1,Homicide - Justifiable ,-75.22841691,39.93175842
12,F,2007-05-23,12:58:00,S 70TH ST  / PASCHALL AV,100,1,Homicide - Gross Negligence,-75.24022376,39.91956803
12,L,2007-06-09,16:20:00,COBBS CREEK PKWY  / WHITBY AV,100,1,Homicide - Gross Negligence,-75.23660867,39.94037461
12,I,2007-06-11,13:35:00,2500 BLOCK S 61ST ST,100,1,Homicide - Criminal,-75.2242328,39.92549021
12,O,2007-06-21,22:25:00,5400 BLOCK WILLOWS AVE,100,1,Homicide - Criminal,-75.22841256,39.94392691
12,F,2007-06-25,01:03:00,6700 BLOCK ELMWOOD AVE,100,1,Homicide - Criminal,-75.23364401,39.91992633
12,N,2007-07-17,01:36:00,S 51ST ST  / KINGSESSING AV,100,1,Homicide - Criminal,-75.21776628,39.94135297
12,I,2007-07-22,00:35:00,2400 BLOCK S 62ND ST,100,1,Homicide - Criminal,-75.22736817,39.92565934
12,I,2007-07-22,02:08:00,2400 BLOCK S 62ND ST,100,1,Homicide - Criminal,-75.22736817,39.92565934
12,I,2007-07-22,02:08:00,2400 BLOCK S 62ND ST,100,1,Homicide - Criminal,-75.22736817,39.92565934
12,N,2007-08-01,21:48:00,1100 BLOCK DIVINITY ST,100,1,Homicide - Criminal,-75.21843344,39.94290295
12,C,2007-08-11,11:42:00,4500 BLOCK ISLAND AV,100,1,Homicide - Gross Negligence,-75.23080828,39.88430649
12,I,2007-08-12,00:34:00,S 61ST ST  / W PASSYUNK AV,100,1,Homicide - Gross Negligence,-75.20870349,39.91830781
12,M,2007-08-14,02:45:00,5200 BLOCK UPLAND ST,100,1,Homicide - Criminal,-75.21886258,39.9391188
12,E,2007-08-16,16:18:00,6900 BLOCK LINDBERGH BLVD,100,1,Homicide - Gross Negligence,-75.23026122,39.91161481
12,J,2007-08-16,23:28:00,1900 BLOCK S SALFORD ST,100,1,Homicide - Criminal,-75.22993922,39.93311147
12,I,2007-08-26,01:12:00,2400 BLOCK S 62ND ST,100,1,Homicide - Criminal,-75.22736817,39.92565934
12,C,2007-09-05,20:57:00,4600 BLOCK ISLAND AVE,100,1,Homicide - Criminal,-75.23070422,39.88408903
12,J,2007-09-30,14:53:00,1900 BLOCK S 65TH ST,100,1,Homicide - Gross Negligence,-75.23765346,39.92844364
12,I,2007-10-11,21:00:00,S 61ST ST  / W PASSYUNK AV,100,1,Homicide - Gross Negligence,-75.20870349,39.91830781
12,P,2007-10-12,20:27:00,S CECIL ST  / CHESTER AV,100,1,Homicide - Criminal,-75.22804343,39.93608851
12,J,2007-10-15,20:51:00,1700 BLOCK S 60TH ST,100,1,Homicide - Criminal,-75.23364736,39.93536558
12,K,2007-10-30,20:05:00,1600 BLOCK S YEWDALL ST,100,1,Homicide - Criminal,-75.2214465,39.93767017
12,J,2007-11-10,02:51:00,2000 BLOCK S 65TH ST,100,1,Homicide - Criminal,-75.23603046,39.92695409
12,H,2007-11-19,19:18:00,6500 BLOCK WHEELER ST,100,1,Homicide - Criminal,-75.23193681,39.92245599
12,P,2007-11-29,14:05:00,S 58TH ST  / CHESTER AV,100,1,Homicide - Gross Negligence,-75.22853606,39.93574182
12,R,2007-12-05,00:46:00,8000 BLOCK BRUNSWICK AVE,100,1,Homicide - Criminal,-75.24413526,39.90002309
12,I,2007-12-11,13:25:00,2500 BLOCK S 58TH ST,100,1,Homicide - Criminal,-75.21950314,39.9280801
12,A,2007-12-15,20:06:00,1200 BLOCK NB DELAWARE EXPY,100,1,Homicide - Gross Negligence,-75.24151101,39.88835101
12,P,2007-12-20,18:39:00,1800 BLOCK S CECIL ST,100,1,Homicide - Criminal,-75.22885647,39.93684456
12,K,2007-12-22,15:23:00,S 54TH ST / KINGSESSING AVE,100,1,Homicide - Criminal,-75.22164,39.93861718
14,X,2007-01-05,19:03:00,6000 BLOCK BAYNTON ST,100,1,Homicide - Criminal ,-75.17578564,40.0413214
14,Z,2007-01-05,22:31:00,5600 BLOCK MC MAHON ST,100,1,Homicide - Criminal,-75.16416893,40.04299285
14,Q,2007-01-29,23:06:00,7800 BLOCK MICHENER AVE,100,1,Homicide - Criminal,-75.16372183,40.07295067
14,O,2007-02-02,03:42:00,400 BLOCK GLEN ECHO RD,100,1,Homicide - Criminal,-75.1961432,40.05111642
14,J,2007-03-06,21:54:00,0 BLOCK E JOHNSON ST,100,1,Homicide - Criminal ,-75.18183586,40.04618814
14,Q,2007-03-12,19:15:00,8000 BLOCK OGONTZ AVE,100,1,Homicide - Criminal,-75.15840111,40.07404028
14,Y,2007-03-26,13:17:00,2200 BLOCK STENTON AVE,100,1,Homicide - Criminal,-75.15817069,40.05542245
14,K,2007-03-29,21:25:00,1300 BLOCK E HAINES ST,100,1,Homicide - Criminal,-75.16037736,40.05427691
14,X,2007-04-03,10:55:00,6100 BLOCK BELFIELD AV,100,1,Homicide - Gross Negligence,-75.17159608,40.04788923
14,A,2007-04-04,23:05:00,1900 BLOCK ELSTON ST,100,1,Homicide - Criminal,-75.14916728,40.06507599
14,H,2007-04-08,02:13:00,5800 BLOCK GERMANTOWN AVE,100,1,Homicide - Criminal,-75.17624177,40.03765483
14,E,2007-04-22,21:58:00,200 BLOCK E BRINGHURST ST,100,1,Homicide - Criminal,-75.16509553,40.03416345
14,1,2007-05-01,17:10:00,W CHELTENHAM AV /IVY HILL RD,100,1,Homicide - Gross Negligence,-75.17644003,40.08466083
14,Q,2007-05-10,12:59:00,7700 BLOCK OGONTZ AVE,100,1,Homicide - Criminal,-75.15735184,40.07080819
14,N,2007-05-14,06:17:00,6400 BLOCK BELFIELD AVE,100,1,Homicide - Criminal,-75.17538664,40.05348722
14,E,2007-06-05,02:02:00,5400 BLOCK BAYNTON ST,100,1,Homicide - Criminal,-75.16771521,40.03604861
14,G,2007-06-28,19:06:00,5800 BLOCK GREENE ST,100,1,Homicide - Gross Negligence,-75.17836076,40.03520821
14,Y,2007-07-04,14:59:00,6500 BLOCK E WISTER ST,100,1,Homicide - Criminal,-75.15763389,40.05326323
14,K,2007-07-05,15:32:00,CHEW AV  / E CHELTEN AV,100,1,Homicide - Criminal ,-75.16483366,40.04547734
14,A,2007-07-06,20:43:00,2100 BLOCK CHELTENHAM,100,1,Homicide - Gross Negligence,-75.15078339,40.06980649
14,Z,2007-07-15,20:45:00,5600 BLOCK CROWSON ST,100,1,Homicide - Criminal,-75.16350735,40.04341968
14,C,2007-07-20,01:34:00,7500 BLOCK THOURON AVE,100,1,Homicide - Justifiable ,-75.16091676,40.06678208
14,X,2007-07-30,02:41:00,6200 BLOCK MORTON ST,100,1,Homicide - Criminal,-75.17694837,40.04585142
14,A,2007-08-05,11:39:00,6800 BLOCK N 19TH ST,100,1,Homicide - Justifiable ,-75.14826121,40.0603441
14,H,2007-10-05,02:00:00,GERMANTOWN AV  / E PRICE ST,100,1,Homicide - Criminal ,-75.17562416,40.03677695
14,A,2007-10-26,02:52:00,1900 BLOCK DALLAS ST,100,1,Homicide - Criminal,-75.14768384,40.06297912
14,M,2007-11-17,01:50:00,6600 BLOCK ROSS ST,100,1,Homicide - Criminal,-75.18261889,40.05247049
14,Y,2007-11-17,20:35:00,7100 BLOCK RODNEY ST,100,1,Homicide - Criminal,-75.15781502,40.05878682
14,H,2007-12-30,04:37:00,5700 BLOCK GERMANTOWN AVE,100,1,Homicide - Criminal,-75.1749908,40.03611112
15,D,2007-01-07,20:38:00,4100 BLOCK FRANKFORD AV,100,1,Homicide - Gross Negligence,-75.09101419,40.00740483
15,N,2007-01-14,01:54:00,3000 BLOCK FANSHAWE ST,100,1,Homicide - Criminal ,-75.05858984,40.03366073
15,M,2007-01-20,00:34:00,6300 BLOCK DITMAN ST,100,1,Homicide - Justifiable ,-75.05463247,40.02165593
15,N,2007-01-23,14:09:00,BATTERSBY ST /TYSON AV,100,1,Homicide - Gross Negligence,-75.05465937,40.03810409
15,B,2007-01-26,06:07:00,4300 BLOCK ARAMINGO AV,100,1,Homicide - Gross Negligence,-75.08165535,40.00141428
15,J,2007-02-21,08:04:00,ROBBINS ST /TORRESDALE AV,100,1,Homicide - Gross Negligence,-75.05372779,40.02052226
15,B,2007-02-23,18:56:00,4600 BLOCK ARAMINGO AV,100,1,Homicide - Gross Negligence,-75.07749321,40.00419803
15,H,2007-02-25,19:02:00,1600 BLOCK HARRISON ST,100,1,Homicide - Criminal,-75.0789036,40.01770797
15,D,2007-03-29,01:19:00,4600 BLOCK N PENN ST,100,1,Homicide - Criminal,-75.08608815,40.01684975
15,U,2007-04-16,10:01:00,7200 BLOCK FRANKFORD AV,100,1,Homicide - Gross Negligence,-75.04174202,40.03627319
15,H,2007-04-19,19:12:00,1600 BLOCK WAKELING ST,100,1,Homicide - Gross Negligence,-75.07990012,40.02008397
15,E,2007-04-21,05:10:00,4000 BLOCK ROOSEVELT BLVD,100,1,Homicide - Criminal,-75.10987313,40.02757201
15,I,2007-04-23,11:15:00,E CHELTENHAM AV /TORRESDALE AV,100,1,Homicide - Gross Negligence,-75.06338776,40.01552911
15,J,2007-05-11,19:16:00,6000 BLOCK DUFFIELD ST,100,1,Homicide - Criminal,-75.06575089,40.02639807
15,I,2007-05-18,00:12:00,TACONY ST / VAN KIRK ST,100,1,Homicide - Gross Negligence,-75.05844945,40.01243467
15,G,2007-05-19,18:53:00,4800 BLOCK GRISCOM ST,100,1,Homicide - Criminal,-75.08295254,40.01905651
15,H,2007-06-07,03:28:00,1800 BLOCK HARRISON ST,100,1,Homicide - Criminal,-75.07630905,40.01643966
15,J,2007-06-08,09:11:00,4400 BLOCK DEVEREAUX AV,100,1,Homicide - Gross Negligence,-75.05772689,40.02191967
15,N,2007-07-11,00:54:00,FRANKFORD AV  / COTTMAN AV,100,1,Homicide - Gross Negligence,-75.04075525,40.03680282
15,T,2007-07-13,02:21:00,6900 BLOCK VANDIKE ST,100,1,Homicide - Criminal,-75.04284479,40.02546553
15,B,2007-07-24,01:18:00,TORRESDALE AV  / WAKELING ST,100,1,Homicide - Criminal,-75.07329758,40.01255307
15,O,2007-09-07,09:15:00,DELAWARE EXP RAMP B  / COTTMAN AV,100,1,Homicide - Gross Negligence,-75.03099246,40.02483215
15,K,2007-09-14,02:11:00,OXFORD CIR & E ROOSEVELT BLVD,100,1,Homicide - Gross Negligence,-75.08550412,40.03171161
15,F,2007-09-16,02:25:00,1900 BLOCK MARGARET ST,100,1,Homicide - Gross Negligence,-75.07831387,40.01377224
15,I,2007-09-23,07:32:00,2700 BLOCK SB DELAWARE EXPY,100,1,Homicide - Gross Negligence,-75.06714132,40.00933877
15,T,2007-09-26,10:26:00,7000 BLOCK TORRESDALE AV,100,1,Homicide - Gross Negligence,-75.04002066,40.0275733
15,F,2007-10-17,18:11:00,4400 BLOCK WALN ST,100,1,Homicide - Criminal ,-75.0840426,40.01161489
15,H,2007-10-19,15:50:00,2000 BLOCK GRANITE ST,100,1,Homicide - Criminal,-75.07187064,40.01526474
15,E,2007-10-24,21:20:00,5200 BLOCK PENNWAY ST,100,1,Homicide - Criminal,-75.10449012,40.02893929
15,H,2007-10-24,23:09:00,1900 BLOCK PRATT ST,100,1,Homicide - Criminal,-75.07331378,40.01658848
15,E,2007-11-13,09:04:00,5200 BLOCK E ROOSEVELT BLVD,100,1,Homicide - Gross Negligence,-75.08931466,40.02885582
15,K,2007-11-21,17:50:00,5800 BLOCK E ROOSEVELT BLVD,100,1,Homicide - Gross Negligence,-75.08402019,40.03160503
15,J,2007-11-25,04:48:00,1600 BLOCK BRILL ST,100,1,Homicide - Criminal,-75.07528876,40.02378033
15,B,2007-11-25,07:52:00,DELAWARE EXP RAMP A  / ARAMINGO AV,100,1,Homicide - Gross Negligence,-75.12347087,39.97113142
15,E,2007-12-30,03:25:00,5200 BLOCK E ROOSEVELT BLVD,100,1,Homicide - Gross Negligence,-75.08811424,40.02953312
16,C,2007-03-01,02:07:00,3200 BLOCK MANTUA AVE,100,1,Homicide - Criminal,-75.18912124,39.96592099
16,C,2007-03-01,01:09:00,3200 BLOCK MANTUA AVE,100,1,Homicide - Criminal,-75.18912124,39.96592099
16,O,2007-03-11,04:31:00,4000 BLOCK POPLAR ST,100,1,Homicide - Criminal,-75.2051678,39.97253813
16,R,2007-03-31,05:44:00,4900 BLOCK ASPEN ST,100,1,Homicide - Criminal,-75.21840989,39.96498988
16,O,2007-04-25,12:49:00,1100 BLOCK N 40TH ST,100,1,Homicide - Criminal,-75.2041164,39.97272631
16,S,2007-04-25,23:42:00,4900 BLOCK HOOPES ST,100,1,Homicide - Criminal,-75.21976147,39.96820202
16,L,2007-05-17,22:43:00,4100 BLOCK PENNSGROVE ST,100,1,Homicide - Criminal,-75.20726061,39.97079586
